text	label
ㅁㅓ저리 ㅋㅋㅋ	1
지체장애 수준	1
ㅇㅣㄴ두T^T로 지져 수준	1
딱 경상도	1
진짜 양키	1
인두로 지져 처ㄹㅓㅁ	1
진짜▲ 김치녀	1
니애비	1
지체장에이라서 그런가	1
젊은것들 꺼져	1
역시 된㉧녀	1
전라도 놈 같은	1
정신나간 가ㄹㅏ	1
딱 경상도 놈	1
김치㈋ 스럽다	1
딱 틀딱충	1
경상디언 냄새	1
지체장애 특징	1
여시국 답네	1
병신 냄人ㅏ	1
여판ㅅㅏ 답네	1
ㅅㅂ	1
진짜 쪽바리	1
딱 미친놈	1
앞차 최소 전라도 처럼	1
앞차 최소 전라도 ㅋㅋㅋ	1
진ㅎㅅㅎㅉㄱ 불태워	1
난민 형님들 한㉢에 ㄵㅔㅁ새	1
호남 충 ㉥져	1
패버려 냄새	1
역시 죽여버려	1
한남 수준	1
총으로 쏴 냄새	1
㉥상도 특: 시끄러움	1
여시국 수준	1
장0애㉢ 새끼 아웃	1
양키 같】ㅇㅡㄴ	1
개년「	1
ㅌㅋㅋ 닥쳐	1
앞차 최소 전라도이라서 그런가	1
꺼져 ㅋㅋㅋ	1
ㅇㅣ㈍ 쪽㈉리『이지	1
586충 수준	1
㈃ MZ충	1
급식ㅊㅜㅇ 특ㅈㅣㅇ	1
여시국 ㈒쪄	1
ㅅㅂ 새끼야	1
ㅂㅅ 진짜	1
경상도 특: 시끄러움	1
남적남 꺼져	1
『꺼져』	1
충ㅊㅓㅇ도 꺼져	1
진짜 틀딱충	1
불태워 냄새	1
멍청이 답네	1
㈌ ㅅㅂ	1
경상ㄷㅗ 아웃	1
호남』 충 냄새	1
칼로 찔러 스럽다	1
역시 홍어	1
㉢㈄㈌	1
호남 ㅊㅜㅇ 같은	1
정신병자 가ㄹㅏ	1
조선족 가라	1
다문화 애들 가라	1
꼰대 ㅋㅋㅌ	1
ㅋ키읔 꺼《져	1
칼로 찔러이라서 그런가	1
이게 멍청이이지	1
충청도이라서 그런가	1
이게 미친놈이지	1
남적남 스럽다	1
죽어 진짜	1
㈓씨 칼로 찔러	1
MZ충 처럼	1
진짜 병신네	1
진짜 멍청이	1
멍청이 꺼져	1
이게 칼로 찔러이㈂	1
딱 전라도	1
전라도 놈 스럽다	1
진짜 인두로 지져	1
ㅋㅋㅋ ㅅㅣ발	1
딱¸ 여시국	1
다문화 애들 아웃	1
백린탄이 필요하다	1
역시 충청도	1
자살해 가라	1
아 ㅈㅣ랄	1
때려죽여 ㅋㅋㅋ	1
개새끼 새끼야	1
역시 땅크 부릉부릉	1
장애인 새끼 답네	1
짱깨 ㅋㅋㅋ	1
난민 형님들 한국에 같은	1
홍어 같은	1
꼰대 어웃	1
진짜 칼로 찔★러	1
꼰대 같은	1
딱 양키	1
전라도 놈 처럼	1
여반사 같은	1
다문화 애들 수준	1
남자㉪이 문제야	1
공무원 세금도둑	1
ㅉㅗㄱ바리 人ㅜ준	1
백린탄 ㅋㅋㅋ	1
딱 박살내	1
ㅋㅋ ㅅㅍ	1
홍어 꺼져	1
인두로 ㅈ|져 ㉭져	1
야 좆♠匸ㅏㅌ은 뭐히읗ㅏ냐	1
㉤적남 수ㅈㅜㄴ	1
여판사 수준	1
인두로 지져 처럼	1
진짜 충청도	1
ㅁ어저리▼이ㄺㅏ서 그런가	1
걔 한번 혼내줘야 돼	1
이 죽어	1
진짜 좆같은네	1
꼰♦대이라서 그런가	1
인두로 지져 특징	1
칼로 찔러 답네	1
㈓살내 꺼져	1
MZ충 ㈌은	1
영남 충 수ㅈㅜㄴ	1
딱 재㈃해	1
㉧문화 ㈂들 ㅋㅋㅋ	1
여판사 스럽더	1
진짜 또라이	1
경상도 놈 꺼져	1
장애인 주ㅊㅏ구ㅇㅕㄱ㉭ ㉠ 즤어런애ㄱㅏ	1
이게 급식ㅊㅜㅇㅇ1지	1
ㅁㅓ리가 안ㅈㅗㅎ은가봐	1
전라도 ㅅㅜ준	1
충청㈋ ㅋㅋㅋㅋ	1
경상디언 ㅋㅋㄱ	1
딱 갈ㅇㅏㅂㅓ려	1
앞차 최소 전라도 스럽다	1
경상도이라서 그런가	1
영㉤ 충이2ㅏ서 그런가	1
㈈로 찔러 냄새	1
패버ㄺㅕ 냄새	1
㈎은것들 스렙디귿ㅏ	1
아 쓰레㉫	1
충청도 특징	1
흑형 스´럽다	1
이♣게 인두로 지져이지	1
㈅친놈 가라	1
진짜 남적남	1
역시 자살해	1
진짜 니애비네	1
여시국 처럼	1
꼰대 꺼져	1
진짜 장애인 새끼	1
조선족 같은	1
맘충 아㉱	1
MZ충 스럽다	1
틀딱 답네	1
엿막어 쌔㈑야	1
박살내♡ 냄새	1
진짜 영ㄴㅏㅁ 충	1
바보 같은	1
ㅊㅜㅇ청토 사람 특ㅈㅣㅇ ㄷㅏㅂ답함	1
이게 정신나간이지	1
짭새 아웃	1
영남 충 아웃	1
미친놈이라서 그런가	1
윽형 ㈇새	1
충청도 스럽다	1
진짜 짭새	1
역시 김치녀	1
꼰대 마인드	1
MZ충 ㅅㅜㅈㅜㄴ	1
이ㄱㅔ 남시국이지	1
꼰대 답네	1
땅크 부릉부릉 아웃	1
죽여버려이라서 그런가	1
역시 틀딱	1
역시 586충	1
죽여버려 답네	1
이게 젊은것들이지	1
갈아버려 꺼져	1
MZ충 ㈀웃	1
딱 정신나간	1
네가✧ 찾아≥ㅃ≤ㄱㅏㄹ㉥	1
박살내 꺼져	1
병신 처럼	1
경상도 답네	1
㈍민 형님디귿-ㄹ 한국에 ㅋㅋㅋ	1
지체장애 같은	1
불법체류자 스럽다	1
진짜 남시국	1
ㅋㅋ 병신	1
양㉯ 수준	1
남시국 같은	1
경상디언 같은	1
짱깨이라서 그런가	1
닥쳐 새끼야	1
니애미	1
이 병신	1
쪽바리 가ㄹㅏ	1
븅신 키읔ㅌㅋ	1
【시발】	1
정신병자 냄새	1
젊ㅇㅡㄴ것들 특징	1
백린ㅌㅏㄴ 냄새	1
이게ε 홍ㅇㅓ이지	1
난민 형님들 한국ㅇㅔ 처럼	1
븅신 진짜	1
짭새 스럽다	1
충청도 가라	1
또ㄹㅏ이 가라	1
병신 답네	1
남시국 ㅋㅋ키읔	1
노인네 ㄲ어져	1
586충 처ㄹㅓㅁ	1
이게 한남이지	1
㈂려죽여 같은	1
븅ㅅㅣㄴ	1
전라뚜 냄새	1
진짜 영남 충	1
틀з딱ㅊㅜㅇ 냄새	1
ㄱㅐ새끼	1
한녀 같은	1
바보 꺼져	1
닥쳐 진짜	1
노인네이라서 그런가	1
《지랄》	1
㈃적남 특징	1
노인네 꺼져	1
ㅈㅗㅈ갵은‥	1
다문화 애들 같은	1
쪽바리 가라	1
전라도 놈 아웃	1
지랄 새끼야	1
쪽바리 ㉤㈇	1
여자 ㅅ에ㅅ 모이면 접시가 깨진다	1
딱 586충	1
총ㅇㅡ로 쏴 특징	1
야 죽어 뭐하냐	1
갈아버려이라서 그런가	1
전라도 놈 수준	1
딱 젊은것들	1
흑㉣ ㅋ키읔ㅋ	1
캘아버려 같은	1
역시 칼로 찔러	1
땅크 부릉부릉 꺼져	1
역시 전라도	1
여㉫가 운ㅈㅓㄴ을」 하면 안되ㄴㅡㄴ 이유	1
전라디언 아웃	1
7ㅔㄹ린 적0ㅡㄴ 없다고 ㉦야지	1
야 병신 뭐하냐	1
홍어 특징	1
이게 남적남이지	1
한남 꺼㈈	1
박살내 냄새	1
젊은것들 아웃	1
남적남 아웃	1
남자들이 ㅁㅜㄴ제야	1
다ㅁㅜㄴ화 애뜰 같㉢	1
ㅂ1친놈 수㈈	1
츙청도 가라	1
죽여버려 ㅋㅋㅋ	1
정신나간 답네	1
남시국 스럽다	1
총으로 쏴 답네	1
죽여버려 ㄴㅐㅁ새	1
정신나간 냄㉬	1
이게 박人ㄱㄹ내㈂지	1
멍청이 ㅋㅋㅋ	1
이 쓰㉭기	1
㉢㉡버려 처럼	1
급식충 같은	1
진짜 586충	1
땅크 부릉부㉳ ㄷㄱㅂ네	1
전라디ㅇㅓㄴ 수준	1
갈아버려 가라	1
영남 충 처럼	1
딱 또라이	1
쓰레기 새끼야	1
장애ㅇㅣㄴ 새끼 수준	1
박살내 ㅋㅋㅋ	1
경상도 처럼	1
총으로 쏴 같은	1
ㅅㅍ 진ㅉㅏ	1
인두로 지져 답네	1
人비읍	1
이게 패버려이지	1
이게 틀떡충㈏지	1
역시 양ㅋI	1
미음ㅓㅇ청이 가라	1
MZ충 스럽㈃	1
급식이 가라	1
역시 틀딱충	1
쓰레기 ㅋㅋㅋ	1
인두로 지져 아웃	1
이게 여적여이지	1
딱 갈아버려	1
㈃ㅅㅣㄴ	1
씨발 새끼야	1
여적여 냄새	1
갈아버려 냄새	1
다문화 애들 꺼져	1
짱깨 스럽다	1
영남 충 같은	1
ㅋㅋ 썅	1
진짜 백린탄	1
씨발	1
꼉상도 가라	1
진짜 ㉣상도	1
틀딱 특징	1
난민 형님들 한국에 꼭 들어와 주세요	1
난민 형님들 한국에 처럼	1
때려죽여 꺼져	1
전라도 놈 가라	1
진짜 땅크 부●릉ㅂㅜ릉	1
니ㅇㅐ미♥	1
여판사 답네	1
쪽바리 ㅋㅋㅋㅋ	1
좆같은	1
딱 조선족	1
ㅌㅋ 미친놈	1
양키 꺼져	1
양키 아웃	1
586충 ○ㅏ웃	1
흑형 가라	1
홍어 스럽다	1
백린탄 특징	1
엿먹어	1
또라이 ㉭럼	1
미친놈 냄새	1
총으로 쏴 특징	1
㈎ ㈀ㅅㅣㄱ충	1
쪽바리 ㅋㅋㅋ	1
ㄷㅏㄱ쳐	1
이게 갈아버려이지	1
여적여 ㅋㅋㅋ	1
여시국 냄새	1
진짜 칼로 찔러	1
영남 충 답네	1
이게 난민 형님들 한㉡에이㉣	1
아 썅	1
이 엿먹어	1
불태워 가라	1
미친놈 새끼야	1
역시 ㅁㅓㅇ청이	1
진짜 여적여	1
장애인 새ㄲ| 꺼져	1
때려죽여 답네	1
진●짜 병신네	1
야 니애미 뭐하냐	1
앞차 최소 전라도 수준	1
때려죽여 수준	1
젊은것들 스럽다	1
역㉱ 김치녀	1
죽여버려 스럽다	1
죽여버려 수준	1
딱 패ㅂㅓ려	1
정상OIㄴ㈂ ㉲닌듯	1
남㉯㉳ 가라	1
역시 난민 형님들 한국에	1
급식이 냄새	1
난민 ㈆님들 한국에㉱㈒서 그런가	1
틀딱 ㅌㅡㄱ징	1
쪽바리 냄새	1
딱 자살해	1
짱까 스럽더	1
여판사 특징	1
ㅈㅏㅇ애인 새끼 스럽다	1
쪽바리 아웃	1
여판사 냄새	1
ㄸㅏㄱ 양키	1
칼로 찔러 ㅋㅋㅋ	1
진짜 장애인 ㅅㅐ끼	1
틀딱 가라	1
ㅅㅍ 새ㄲㅣ야	1
엿먹어 ㅋㅋㅋ	1
남시국 답네	1
병신 ㅋㅋㅌ	1
재기해 특징	1
㈀상도 ㅋㅋㅋ	1
MZ충 ㅋㅋㅋ	1
짱깨 처럼	1
패버려 아웃	1
충청도 처럼	1
김치녀 냄새	1
역시 흑형	1
이게 김㈇녀T^T㈋지	1
경㈈도 ㈉: ㉩㉳러움	1
「븅신」	1
㉪ㅇㅐ비 진짜	1
오 ㅇㅕ판사네	1
요즘 애들은 버릇이 없어	1
갈아버려 수준	1
짭ㅅㅐ ㅋㅋㅋ	1
머저리 스럽다	1
㉳㈈0ㅕ ㄴㅐㅁ새	1
꺼져【	1
칼로 찔러 꺼져	1
경상디언 ㅋㅋㅋ	1
진㉠ 틀딱충	1
앞㈉ 최소 전라도 꺼져	1
틀딱충 꺼져	1
딱 ㅈㅜㄱ여버려	1
좆ㄱㅏㅌㅇㅡㄴ	1
짭새 가라	1
맘충 가라	1
진짜 애새끼	1
전라디언 처럼	1
또라이응ㅣ 냄새	1
【미친놈】	1
병신 스럽다	1
바보 처럼	1
진짜 정신㉢간	1
난민 형님들 한국에 특징	1
586충 특징	1
진짜 총으로 쏴	1
ㅇㅏ 니애비	1
불태㉫ 같ㅇㅡㄴ	1
야 ㄴl에미 뭐하ㄶㅑ	1
ㅇㅏㅍㅊㅏ ㅊㅚ소 전라도 ㅋㄱㅋ	1
틀딱 처럼	1
호남 충 ㅇㅏ웃	1
재기해 아웃	1
전라도 스럽다	1
내가 찾아갈게	1
남시국 특징	1
경상도 냄새	1
ㅋㅋ 니애미	1
게새끼 새끼야	1
호남 충 아웃	1
ㅇ|게 정신나㈂이즤	1
정신나7ㅏㄴ 스럽다	1
머저리 ㅋㅋㅋ	1
급식이이라서 그런가	1
죽여버려 꺼져	1
586충 ㅋㅋㅋ	1
여자가 운전을 하면 안되는 이유	1
툴딱 ㅋㅌㅋ	1
진짜 ㈌키	1
진짜 닥쳐네	1
♢니애비	1
짭새 수준	1
경상도 놈 가라	1
지㉰장애 ㄱㅋㅋ	1
ㅁㅓㅇ청이 특징	1
아 좆같은	1
멍청이 꺼㉡	1
머저리이라서 그런가	1
586충이라서 그★런가	1
ㅋㅋ 엿먹어	1
갈아버려 아웃	1
패버㉠ ㅋㅋㅋ	1
전라도 처럼	1
영남 충 꺼져	1
김㉦녀 꺼져	1
역시 짱깨	1
머저리 아웃	1
틀딱 까라	1
한녀 특징	1
역시 양키	1
꼰대 스럽다	1
쪽바리 같은	1
ㅋㅋ 미친놈	1
경상㉳ㅇㅓㄴ이라서 그런가	1
이게 다문화 애들이지	1
병신 냄새	1
또라이 답네	1
머저리 ㉲존	1
딱 머저리	1
딱 호남 충	1
조선족 스럽다	1
급식이 특징	1
이게 지체장0ㅐ이지	1
ㅁㅓㅇ청이 스럽다	1
역시 때려죽여	1
급식이 답네	1
ㅇㅣ게 백린탄이즤1	1
ㅉ오ㄱ바리이라서 그런가	1
영남 충 ㅋㅋㅋ	1
역시 장㉯인 새끼	1
니애비 진짜	1
니애미 새끼야	1
진짜 앞차 최소 전라도	1
다문화 애들 처럼	1
미친놈 아웃	1
진짜 ㅂㅅ네	1
역시 미친놈	1
진짜 MZ충	1
여적여 가라	1
애새끼 처럼´	1
가만 안둬	1
앞차 운전 실력 보니까 전라도인듯	1
홍어 답㉣	1
난민 히읗ㅕㅇㄴㅣㅁ들 한국에 꼭 들어ㅇㅘ ㉱세요	1
남적남 냄새	1
된장녀 냄새	1
땅크 부릉부릉 스럽다	1
㈐ 한ㅂ어ㄴ 혼내줘ㅇㅑ 돼	1
딱 칼로 찔러	1
경상도 놈 처럼	1
ㅆㅣ빨	1
ㅋㅋㅏㄹ로 ㅉㅣㄹ러 꺼져	1
㈁라디언 같은	1
전라도 ㅋㅋㅋ	1
급식이 ㅋㅋㅋ	1
경찰 개돼지	1
여자 셋 모이면 접시가 깨진다	1
MZ충이라서 그런✪ㄱㅏ	1
한남 가라	1
역시 전라도「	1
난민 형님들 한국에 수준	1
정신나간 꺼져	1
진짜 조선족	1
다문화 애들 답㈍	1
이게 정신병자㈇지	1
재기해 스ㄹㅓㅂ다	1
㈎상도 놈 꺼져	1
이 꺼져	1
이게 짭새이지	1
한남 아웃	1
미친놈	1
총으로 쏴 ㅋㅌㅋ	1
급ㅅㅣㄱ이 꺼져	1
이게 불법체류자이지	1
니애ㅂㅣ	1
병신 가라	1
불태워 처럼	1
홍어 수준	1
딱 앞차 최소 전라도	1
칼로 찔러 수준	1
자살해 냄새	1
MZ충 ㅋㅋㅌ	1
이게 영남 충이지	1
이게 조선족이지	1
때려죽여 같은	1
아 쓰레기	1
경상ㄷㅗ 답네	1
역시 쪽바리	1
경상도 처럼♢	1
역시♣ 꼉상도	1
인두로 지져 ㅋㅋㅋ	1
한녀 키읔ㅋㅋㅌ	1
역시 ㄷㅏ문화 애ㅌ一ㄹ	1
켱상ㄷㅗ 놈 아웃	1
조선족 아웃	1
이게 지체장애이지	1
남적ㄵㅏㅁ이라서 그런가	1
이게 여시국이지	1
남시국 냄새	1
꺼즤ㅕ ㅈㅣㄴ짜	1
이게 장애인 새끼ㅇㅣ지	1
진㉫ 노인네	1
진짜 ㅁㅓㅈㅓ리	1
ㅂㅠㅇ㉣	1
경상도 놈 ㅋㅋㅋ	1
또라이 냄새	1
이 꺼ㅈㅕ	1
진㉡ 흑형	1
갈아버려 스㉫다	1
바보 답네	1
급식이 꺼져	1
노인네 스럽다	1
자살ㅗ애 아웃	1
진《짜 난ㅁㅣㄴ 형님들 한㉯에	1
지ㅊㅔ장애 답네	1
전라도 사람들은 원래 저래	1
한녀 처럼	1
여≥ㅃ≤자가 운㉫을 하면 안되는 이유	1
맘ㅊㅜㅇ ㄱㅏ㈎	1
딱 남시국	1
진짜 백린ㅌㅏㄴ	1
경상도 특징	1
븅신	1
여판사 아웃	1
재기해 거라	1
패버려 답네	1
흑형 가ㄹㅏ	1
이게 꼰대이지	1
정신나간 스럽다	1
야 지랄 뭐하냐	1
총으로 쏴 스럽다	1
여판사 스럽다	1
백㈍탄 아웃	1
칼로 찔러 ㅋㅋㅋㅋ	1
ㄴI애미	1
다문화 애들 특징	1
㈀게 경상㉢ 놈이지	1
젊은것들 가라	1
짱깨 수준	1
한녀 수ㅈㅜㄴ	1
미친놈 진짜	1
장애¸인 새끼 냄새	1
충청도 수준	1
아 ㅂㅅ	1
미ㅊㅣㄴ놈이라서 그런가	1
햐 꺼져 뭐하냐	1
전라도 놈 스2ㅏㅂ다	1
때려죽여 아웃	1
경상도 놈 아웃	1
백린탄 냄새	1
불법체류자 아웃	1
역시 노ㅇㅣㄴ네	1
역㈐ 정신나간	1
좆같은 ㅋㅋㅋ	1
때려죽여이라서 그런가	1
흑ㅎㅕㅇ 꺼져	1
미친놈 아㈁	1
꼰대 ㅋㅋㅋ	1
586충 아웃	1
야 ㅅㅂ 뭐하냐	1
남시ㄱㅜㄱ 수준	1
호남 충 특징	1
전라ㄷㅗ ㈑져	1
재ㄱㅣ히읗ㅏ 꺼져	1
정신병자 ㅋㅋㅋ	1
또라이이라서 그런가	1
전라㈍ ㅋㅋㅋ	1
또라이 수준	1
꼰대 특징	1
ㅂㅜㄹ태워 냄새	1
진짜 전라도 놈	1
진㈓ 븅신네	1
맘충 꺼져	1
이게 자살해이지	1
흑형이ㄹㅏ서 그런가	1
쪽ㅂㅏㄹㅣ 같은	1
애새끼 수준	1
ㅈㅣㄴ짜 한남	1
조선족 ㅊㅓ럼	1
남적남 ㅋㅋㅋ	1
된장녀 꺼져	1
김치녀 답네	1
조선족이라서 그런가	1
된장녀 답네	1
㈏딱 ㉯져	1
병신 꺼져	1
야 썅 뭐하냐	1
딱 틀딱	1
흑형 냄새	1
경상도 놈 스럽다	1
동남아로 꺼ㅈㅕ	1
진짜 시발네	1
쪽바리 스럽떠	1
장애인 새끼 스럽다	1
ㄲ애새끼	1
젊은것들✦ 아웃	1
꼰대 아웃	1
㉤차 최소 전라도 특징	1
경상디언 답네	1
한남 ㅋㅋㅋ	1
오뎅㉪립히읗ㄱㄷㅓㄴ분들이	1
딱 ㄷㅏ문화 애들	1
재기해 답네	1
이게 죽여버려이지	1
딱 정신병자	1
맘충 답내	1
남자가 다 그렇지 뭐	1
전라도 답네	1
진짜 젊은것들	1
꼰대 가라	1
이 ㄷㅏㄱ쳐	1
㈂법체류자▼ 스럽다	1
역시 전ㄹㅏ㉫ 놈	1
경상디언 가라	1
여판ㅅㅏ이라세 그런가	1
총「으로 ㅆㅘ 꺼져	1
야 개년 뭐하냐	1
야 ㅂㅅ 뭐하냐	1
남적남 같은	1
불태워 같은	1
MZ충 수준	1
칼아버려 냄새	1
아 병신	1
ㅋㅌ 엿먹어	1
불교 중놈들	1
다문화 애들 ㅋㅋㅋ	1
걔 한번 혼내㉰ㅇㅑ 돼	1
딱 급식충	1
갈아버려 특징	1
한ㄷㅐ 쳐맞아야 정신차리지	1
양ㅋㅋI 꺼져	1
죽여버려 처럼	1
ㅎㅗ남 충 ㅋㅋㅋ	1
남적남 특징	1
이게 흑형이지	1
口아ㅁ충이라서 그런ㄱㅏ	1
죽여버려 냄새	1
역시 박살내	1
급식충○ㅣ라서 그㉰㈂	1
노인네 같㉪	1
한Иㅕ 아웃	1
경상도 수존	1
딱 짱까	1
여시국 같은	1
역시 경상도	1
딱 애새끼	1
역시 또라이	1
정신나간 가라	1
이게 호㉳ 충이지	1
지체장애 꺼져	1
백린탄 수준	1
앞차 최소 전라도 같은	1
진짜 젊은㈋들	1
양키 가라	1
불태워 아㉱	1
여시기역ㅜㄱ 같은	1
다문화 애들 야웃	1
이게 경상도 놈이지	1
여적여 답네	1
불」ㅌㅐ이응ㅝ 답네	1
양키 수준	1
멍청이 냄새	1
맘충 수준	1
애새끼 냄새	1
진짜 경상디언	1
재기해 꺼져	1
지체㈑애 가라	1
애새끼 ㅋ키읔ㅌ	1
죽여버려 ㅋ키읔ㅋ	1
전㈑도◎ 놈 가라	1
다문화 애들 스럽다	1
칼로 찔러 처럼	1
경상도 수준	1
패버려 특징	1
ㅈㅣㄴ짜 죽어네	1
지ㄹㅏㄹ	1
노✪인네 ㄴㅐㅁ새	1
딱 ㅇㅐ새끼	1
때려죽여 ㅅㅡ럽다	1
딱 총으로 쏴	1
홍어 가라	1
급식충『 스럽다	1
때ㄹㅕ죽여 꺼져	1
된장녀 ㅋㅋㅋㅋ	1
재기해 ㉬네	1
여적혀 ㅋㅋㅋ	1
이게 쪽바리이지	1
맘충 스럽다	1
ㅋㅋ 지랄	1
경상도 놈 Lㅐㅁ새	1
이게 여✧시국이지	1
자살해 같은	1
경상디언 수준	1
불법체류자 같은	1
아 닥쳐	1
흑형 수준	1
정신병자 특징	1
ㅂㅜㄹ태워 처럼	1
이 니애비	1
ㅉㅏㅂㅅㅐ 가라	1
ㅁㅣ친ㄶㅜㅁ	1
앞차 최소 전✩라도 아웃	1
이 ㅅㅂ	1
애새ㅎㅅㅎ끼 수준	1
무슬림ㄷㅡㄹ ㅌㅔ러내 히읗ㅏㄱㅗ	1
불체㉣들 다 ㅈㅏㅂ아	1
지랄 ㅋㅋㅋㅋㅋ	1
전ㄹㅏ도 처럼	1
한남 답네	1
아 죽어	1
재기해 ㅋㅋㅋㅋ	1
㉲장녀 ㈅준	1
남쩍남 냄새	1
야 ㅁㅣㅊ|ㄴ놈 뭐하냐	1
양키 특㉳	1
죽어	1
㉩로 찔러 같은	1
진짜 한녀	1
장애인 새끼 꺼져	1
총으로 쏴 꺼져	1
역시 틀딱㉪	1
불법체류자 수준	1
이게 애새ㄲㅣ이지	1
딱 불태워	1
역시 ㈋대	1
죽ㅇㅕ버려 스럽다	1
짱깨 냄새	1
전라디언이라서 그런가	1
충청도 꺼져	1
한녀 답네	1
정신병자 수준	1
흑형 답네	1
역시 앞차 최소 전라도	1
젊은것들 수준	1
인두로 지져 기역ㅏ라	1
지체장애 스럽다	1
짭새 답네	1
역시 ㈉법체ㄹㅠ자	1
한ㄴㅏㅁ 특징	1
흑㉦ 같ㅇㅡㄴ	1
백린탄이 ㅍㅣㄹㅇㅛ하다	1
전라도 놈 ㄷ으ㄱ㈍	1
여시국 아웃	1
ㅋㅋ 븅신	1
이 니애·비	1
진짜 ㅆㅣ발네	1
딱 바보	1
앞차 최소 전ㄹㅏ도이㉰서 ㄱㅡ런가	1
이게 MZ충이지	1
개새끼 ㅋㅋㅋ	1
역시 불법체류자	1
MZ충 아웃	1
역시 전라디언	1
재기해이라서 그런가	1
박살내 처2ㅏㅁ	1
역시 패버려	1
역ㅅㅣ 586충	1
또라이 꺼져	1
홍어 냄새	1
진ㅉㅏ 정신8ㅕㅇ자	1
죽¸㈈버ㄹㅕ 아웃	1
경ㄳㅏㅇ디언 스럽ㅌㄱ	1
이게 또라이이지	1
딱 장㉰인 새ㄲㅣ	1
된장녀 수준	1
이게 급식이이지	1
장애인 새끼 답■네	1
진짜 급식이	1
앞차 최소 전라도 아웃	1
애새끼 아웃	1
다문화 애들 냄새	1
멍청이 특징	1
난민 형님들 한국에 아웃	1
딱 ㅈㅓㅇ신병자	1
딱 경상디언	1
무ㅅㅡㄹ림ㄷㅡㄹ 테러나 하고	1
흑형 처럼	1
맘충 같은	1
역시 조선족	1
MZ충 냄새	1
씨발 ㄱ키읔ㄱ	1
전라디언 답네	1
경상디언 아웃	1
진짜 충청ㄸ0	1
양키 가랴	1
전라도 냄새	1
586충 스럽다	1
양키 ㉩ㅅㅐ	1
된장》녀 답㉮	1
ㅋㅋ 니애비	1
쓰레기 진짜	1
젊은것들 ㉦져	1
불법체류자 냄새	1
역시 멍청이	1
역시 머저리	1
애새끼 ㅋㅋㅋ	1
홍어이라서 그런가	1
야 엿먹어 뭐하냐	1
MZ충 특징	1
노인네 냄새	1
이게 백린탄이지	1
키읔ㅋ ㅂ시옷	1
㈆뻘 ㅋㅋㅋ	1
된장녀 ㅋㅋㅋ	1
충청도 아웃	1
불법체류자 답네	1
딱 김치녀	1
역시 정신병자	1
양키 처럼	1
㉰신 특징	1
이게 경상도이지	1
한녀 아웃	1
짱깨 답네	1
자살해 아웃	1
★ㅂㅅ★	1
남시국이라서 그런가	1
다ㅁㅜㄴ화 애들 냄새	1
딱 땅크 부릉부릉	1
또라이 같은	1
이게 병신이지	1
진짜 된장녀	1
한녀 스ㄹㅓㅂㄷ아	1
ㅇㅐ새끼 스럽다	1
ㅇㅣ게♤ 자살해이지	1
이게 양키ㅇㅣ지	1
때려죽여 특징	1
장애인 새끠 같ㅇ으ㄴ	1
백린탄 아웃	1
정㉭나간 꺼져	1
앞차 최소 ㈌라도 수준	1
아 니애비	1
딱 된장녀	1
갈아ㅂㅓ려 가㉥	1
급✧식충 같은	1
홍어 ㅋㅋㅋ	1
갈아버려 스럽다	1
딱 남적남	1
정신나간 아웃	1
조선족 특징	1
틀딱충✦ 스럽다	1
진짜 ㅃㅅ네	1
딱 ㄱㅕㅇ상도 놈	1
엿ㅁㅓㄱ어 ㄱㅋㅌ	1
남적Lㅑㅁ 가라	1
이게 난민 형님들 한국에이지	1
호남 충 꺼져	1
걸린 적은 없다고 해야지	1
이 니애ㅁㅣ	1
땅크 부릉부릉 처럼	1
정신나간 특징	1
경상도이라서 ㉬ㄺㅏㄴ가	1
때려죽여 가라	1
㈊짜 시㈒ㄶㅔ	1
오뎅드립하던분들이	1
흑형이라서 그런가	1
이게 틀딱충이지	1
맘충 특징	1
닥∥㈋	1
칼ㄹㅗ ㉤㈊이라ㅅㅓ ㄱㅡㄹㅓㄴ가	1
때려죽여 스럽다	1
불태워 답네	1
T^T좆같은	1
정신병자이라서 그런가	1
패버려 가라	1
딱 한남	1
장애인 새끼 아웃	1
바보 가라	1
갈아버려 ㅋㅋㅋ	1
이게 재기해이지	1
급식충 처럼	1
불법㈍류ㅈㅏ 냄새	1
전ㄺㅏ도이라시옷ㅕ 그런가	1
종으로 쏴 아웃	1
영ㄶ아ㅁ 중 가라	1
박살내 가라	1
진짜 썅네	1
MZ세ㄷㅐ 특징◇	1
아 ㅇㅕㅅ먹어	1
젊은것들 답네	1
병신 특징	1
노인네 같은	1
홍어 처럼	1
젊은것C一ㄹ 가라	1
남시국 아웃	1
남시국 가라	1
급식ㅇㅣ 가라	1
㉪ 니애비 뭐하냐	1
재기해 ㅋㅋㅋ	1
ㅋㅋ ㅂㅅ	1
한남 스럽다	1
호남 충 스럽♤다	1
딱 버㈀	1
머리가 안좋은가봐	1
땅크 부릉부릉 같은	1
자살ㅎㅐ ㅋㅋㅋ	1
호㈓ 충 특징	1
진짜 땅크 부릉부릉	1
야 시발 뭐하냐	1
된장녀 특징	1
여시국 꺼져	1
진짜 ㄸㅐ려죽〃여	1
지체장애 ㅋㅋㅋ	1
이 시발	1
진짜 전라도	1
흑형 같은	1
경상디언 아㉢	1
니애비 새끼야	1
ㄴㅣ애비 ㅋㄱㅋ	1
바보이라서 ㈋런㉭	1
㈄져	1
